hour,weekday,month,holiday,precipitation_mm,visibility_km,temperature_c,wind_speed_kmh,traffic_density,num_lanes,ilumination,work_zone,num_accidents
16,2,2,0,0,9.8,7.7,38.2,7,3,1,0,2
19,2,7,0,0,9.8,23.6,44,10,2,1,0,4
12,1,5,1,0,10.5,16.4,58.1,4,3,1,0,4
17,6,2,0,0,9.9,13.5,83.3,5,3,1,0,3
20,2,8,0,0,10.3,22.1,21.9,2,4,1,0,1
7,1,10,1,5.6,8.6,15.3,24,5,2,1,0,4
5,6,2,0,0,9.6,10.4,80.1,2,3,1,0,0
13,6,6,0,0,9.7,22.2,8.4,7,2,1,1,6
12,4,10,0,37.1,3.1,19.8,83.4,6,4,1,0,4
17,4,8,0,0,9.6,22.2,40.4,9,2,1,0,2
2,2,3,0,0,10.3,11.3,68.1,2,2,1,0,5
9,2,7,0,0,10.4,27.2,46.2,9,4,1,0,6
6,2,1,0,0,10.5,5.7,10.4,4,3,1,0,2
13,5,10,0,46.6,1.5,19.3,0.6,7,3,1,0,5
11,3,4,0,0,9.9,15.8,14.2,6,4,1,0,4
7,4,10,0,0,9.6,15,3.5,8,3,1,1,5
23,5,4,1,16.1,7.2,17.9,14.3,2,2,1,0,4
16,3,1,0,0,10.4,8.8,45.8,5,4,1,0,1
21,4,8,0,0,9.7,26,33.5,4,3,1,0,1
0,4,6,0,0,10,19.7,54.1,1,2,1,0,0
10,3,7,0,0,10.1,26.8,39.3,5,2,1,0,1
23,5,10,0,0,9.9,21.4,23.7,3,3,1,0,2
14,5,3,0,30.5,4.3,9,32.7,6,3,1,0,5
13,6,6,0,0,9.6,22.4,32.5,7,2,1,1,1
19,2,4,0,0,10.4,12.9,78.5,10,4,1,0,8
13,3,2,0,0,9.7,13.6,46.2,6,3,1,0,1
21,3,2,0,0,10.2,12.9,11.3,4,4,1,0,1
7,5,10,0,0,9.8,19.3,32.8,4,2,1,0,3
23,6,7,1,25.2,5.7,27.7,46.7,1,3,1,0,7
0,5,5,0,0,10.2,19.3,23.8,2,3,1,0,0
21,1,1,0,3.8,9.3,12.3,56.8,3,2,1,0,2
14,3,5,0,0,10,21.2,30.9,6,3,1,0,0
1,5,1,0,0,10.5,5.5,58.9,3,2,1,0,2
12,6,9,0,0,10.2,22.9,52.4,8,2,1,0,4
12,2,6,1,0,10.3,24.6,53.3,4,2,1,0,1
0,1,2,0,0,10.3,12.3,2.3,3,3,0,0,2
3,5,9,0,0,10.2,21.8,11.2,3,3,1,1,3
10,5,10,0,0,10,19.6,87.6,7,4,1,1,7
5,5,11,0,0,9.6,15.1,60.2,4,3,1,0,3
21,0,2,0,11.7,7.7,13.6,9.3,2,4,1,1,2
19,2,6,0,1.9,9.6,24.3,55.8,9,3,1,0,3
4,6,6,0,15.4,6.8,24.7,32.2,4,3,0,0,3
18,4,6,0,0,10.2,20.1,10.4,9,3,1,0,9
10,0,9,0,0,10.1,23.1,30.2,6,3,1,0,1
12,1,10,0,0,10.1,16.9,23.2,6,3,1,1,2
17,4,3,0,0,9.8,12.5,40.1,10,4,1,0,7
5,3,6,0,0,10,23.2,4,2,2,1,0,1
13,4,3,0,0,9.7,13,33.9,6,3,1,0,1
7,5,7,0,0,10.2,24.3,58.2,3,2,1,0,6
17,4,1,0,0,9.8,5.8,30,9,2,1,0,3
1,0,4,1,17.4,6.5,16.3,29.2,1,4,1,0,3
22,4,4,0,0,9.5,16.4,80.7,2,3,1,0,3
9,6,7,0,0,10.5,23.3,77,6,3,1,0,3
15,5,3,0,0.6,10,11.4,48.5,6,3,1,0,3
6,1,3,0,0,9.7,15.8,49.8,3,2,1,0,0
10,6,9,0,0,9.7,24.4,11.5,8,4,1,0,4
1,6,6,1,0,10.3,25.7,31.8,2,2,1,0,1
14,6,4,0,0,10.4,16.2,82,7,3,1,0,3
11,0,6,0,46.4,1.8,26.1,16,6,3,1,1,7
6,4,11,0,0,10.2,16.8,61,3,2,1,0,2
21,5,1,0,0,10.3,8.4,0.7,3,4,1,0,3
15,0,4,0,0,10.1,12.2,21.1,5,2,1,0,1
2,4,12,0,0,10.4,8.8,11.5,3,2,1,0,2
16,4,5,0,0,9.8,20.7,30.8,6,3,1,0,2
8,4,3,0,0,10.4,10.9,67.6,7,3,1,0,9
8,6,3,0,0,10.5,14.1,50.5,3,4,1,0,0
18,3,11,0,0,10.4,15.2,2.2,9,3,1,0,6
3,4,9,0,0,9.6,18.4,79.4,2,3,0,0,7
7,2,12,0,41.7,2.6,10.4,73.7,9,3,1,0,6
11,2,2,0,39,3.4,8,22.7,6,2,1,1,6
4,6,8,0,0,9.5,28,8,3,3,1,0,2
16,2,9,0,0,10.1,25,77.5,6,2,1,0,2
3,6,5,0,0,10.5,17.2,23.8,2,3,1,1,2
14,5,2,0,0.9,9.5,13.4,83.6,8,2,1,0,3
20,0,12,0,0,9.6,9.9,30.7,3,3,1,0,0
15,3,8,0,0,9.9,24.3,80.3,5,3,1,0,1
8,2,5,0,0,9.6,22.2,60.8,8,3,1,0,2
13,0,7,0,0,10.3,23.6,44.7,6,2,1,0,2
5,3,1,0,43.7,2.3,7.8,63.1,2,4,1,1,8
15,4,11,1,21.8,6.2,12.9,48,4,3,1,0,6
22,5,7,0,0,10.1,22.6,27.1,3,2,1,0,1
20,5,10,0,0,10.3,17.9,11.5,3,3,1,0,2
10,5,9,0,0,9.7,23.6,2.1,6,3,1,0,2
3,4,6,0,0,10.1,19.5,34.9,2,2,0,0,4
6,6,4,0,33.9,3.6,12.7,46.8,2,3,1,0,6
5,2,8,0,18.3,6.7,27.8,85.8,2,3,1,0,2
12,0,9,0,0,10.2,22.3,14.4,6,4,1,0,1
18,2,8,0,0,10.5,22.1,62.3,8,3,1,0,5
9,4,3,0,0,9.8,13.2,66.3,9,4,1,0,5
23,1,2,0,0,10.3,13.4,84.6,1,2,1,0,2
16,3,10,0,4.8,8.7,14.1,45.5,5,3,1,0,0
3,0,4,0,0,10.1,16.5,66.3,2,4,1,0,5
20,3,11,0,0,9.7,15.7,81,3,3,1,1,3
6,4,12,0,0,9.9,9.1,51.8,3,2,1,0,2
6,5,10,0,22.4,6.1,17,19.2,4,2,1,0,2
22,2,8,0,0,9.7,22.8,11.8,2,2,1,0,2
17,1,11,0,0,10,9.2,61.1,9,4,1,0,3
4,3,3,0,26,5.6,12.3,0.9,1,2,1,0,4
4,1,1,0,0,9.9,7,89.7,1,3,1,1,4
20,0,3,0,0,9.5,15.9,64.4,3,2,1,0,3
5,1,11,0,0,9.9,14,25.4,2,4,1,0,1
20,0,4,0,19.5,6.8,11.4,89.7,2,4,1,0,2
12,0,4,1,0,9.9,16.6,30.9,4,2,1,0,3
4,6,3,0,0,10.1,15.9,57.1,3,3,1,0,1
18,6,8,1,0,9.7,22.3,10.6,3,3,1,0,9
17,3,11,1,0,10.2,16.9,86.6,7,2,1,1,7
20,5,8,0,0,10,24.4,57,2,3,1,0,0
14,6,6,0,0,9.8,26.8,74.2,7,2,1,0,1
17,4,4,0,23.3,6.2,15.8,1,9,4,1,0,4
16,4,3,0,0,9.9,9.3,29.3,5,3,1,0,2
0,1,3,1,7.2,8.6,13.1,51.6,1,3,0,0,1
19,5,10,0,0,10.4,16,13.4,5,2,1,0,2
6,1,9,0,0,9.6,18.1,35,2,3,1,0,2
0,3,5,0,0,10,20.9,22.6,2,3,1,0,1
23,1,8,0,0,10.1,28.6,73.9,3,2,1,0,0
20,1,7,0,0,9.6,26.4,73.8,3,2,1,0,1
16,1,12,0,11.7,7.7,6.6,16.8,6,3,1,1,4
0,3,6,0,0,9.7,20.2,23.7,1,3,0,0,1
20,2,5,0,0,10.2,20.9,24.5,2,2,1,0,0
2,3,3,0,2.1,9.8,14.8,49.7,2,3,1,0,3
0,2,6,0,0,10.2,19.5,15,2,2,1,0,1
14,6,7,0,0,10.1,26.4,42.8,7,4,1,0,3
5,6,3,1,35.6,3.5,11.6,88.8,3,3,1,0,10
1,0,1,0,1.1,9.4,5.5,4.4,2,2,1,0,0
0,1,9,0,0,10,20.7,80.2,1,3,1,0,5
9,6,3,0,0,10.4,10.9,20,7,3,1,0,4
22,5,1,0,0,10.4,10.7,20.4,2,3,0,0,3
8,6,3,0,0,9.9,8.5,43.7,3,3,1,0,1
19,0,1,0,39.2,2.5,5.3,6.1,9,3,1,0,3
7,0,3,0,0,10.4,12.9,83.3,7,4,1,0,4
2,2,2,0,0,10.5,7,21.1,3,2,1,0,0
2,5,5,0,0,10.1,22,0.8,2,3,0,0,2
10,6,8,0,0,9.9,24.4,75.2,7,2,1,0,2
22,1,7,0,0,9.8,22.9,7.6,3,4,1,0,2
11,2,5,0,0,9.8,17.6,70.1,6,4,1,0,2
12,6,12,0,27.9,4.9,12.7,50.2,8,3,1,0,9
13,3,5,0,0,10.2,20.1,49.7,6,3,1,0,3
16,0,5,0,0,9.7,16.3,89.9,6,3,1,1,1
10,1,10,0,0,9.6,19.8,6.6,6,2,1,1,3
14,2,4,0,0,10.1,12.5,82.9,6,2,1,0,3
11,3,3,0,0,9.7,15.4,59.2,6,2,1,0,3
12,5,2,0,6.2,8.4,8.4,30.3,6,3,1,0,6
1,4,6,0,43.1,2.5,23.3,1.6,3,2,1,0,3
14,0,4,0,37.8,2.8,17.1,27.8,5,4,1,0,1
12,3,1,0,35.3,3.6,9.2,5.9,6,3,1,0,3
18,5,6,0,0,10.2,23.5,9.7,5,3,1,0,4
3,2,4,0,0,10.4,13.1,69.6,3,3,1,1,1
0,2,11,0,0,10.4,9.3,67.8,1,2,0,0,6
9,4,7,0,0,10,26.3,82,8,2,1,0,3
1,3,3,0,0,10,15.8,27.7,3,3,1,0,0
23,1,11,0,43.7,2,10.1,54.8,2,3,1,0,2
10,4,8,0,0,9.6,27.5,60.7,7,4,1,0,3
5,5,3,0,0,9.7,13.8,4.7,4,4,0,0,1
6,2,4,0,0,10.1,15.3,37.5,2,3,1,1,0
13,2,7,0,0,10.2,27.8,54.7,5,4,1,0,3
2,1,5,0,10.1,8,22.7,21.2,1,3,1,0,2
2,5,4,0,0,10.3,13.3,78.5,4,2,1,1,3
13,5,2,0,0,9.7,7.9,12.1,7,3,1,0,3
12,5,10,1,0,10.1,21,25.4,5,2,1,1,5
19,4,11,0,42.5,2.3,16.6,36.5,8,2,1,0,3
2,5,3,0,0,10.1,8.7,79,2,3,1,0,1
5,0,4,1,0,10.4,18.1,9.2,1,3,1,0,4
0,0,4,0,0,10.3,13.5,50.7,2,4,1,0,0
8,1,6,0,0,10.2,20.5,8.9,9,3,1,1,4
11,6,9,0,0,10,23.1,1.7,7,2,1,0,4
11,4,1,0,13.8,7.2,11.7,57.8,6,3,1,0,6
0,0,10,0,0,10,16,51.2,2,3,0,0,1
18,1,11,0,21.2,6.2,10.9,52.4,9,3,1,1,7
17,4,1,1,35.1,4.1,6.9,14.4,6,3,1,0,4
6,2,9,0,0,10.4,21.6,66.1,3,3,1,0,0
20,5,6,0,0,10.2,23.4,26.5,3,4,1,0,2
20,1,9,0,0,10.1,23.4,41.5,2,2,1,0,0
3,3,1,0,0,9.8,8,35.1,3,3,0,0,3
4,3,10,0,33.5,4.2,21.6,53.1,2,3,1,0,1
10,1,1,0,0,9.8,12.4,21.7,5,3,1,0,1
18,4,10,0,33.3,4.3,19.8,4.1,9,2,1,0,5
0,0,4,0,0,10,13.1,11.7,1,3,1,0,0
18,4,4,0,45.7,1.3,11.6,57,8,3,1,1,5
10,3,9,0,0,10.1,18.5,42.4,6,3,1,0,1
22,4,5,0,0,10.3,21,64.2,2,3,1,0,5
22,5,7,0,32.9,3.9,29.9,3.5,4,4,1,0,3
6,2,12,0,24,5.2,10.8,62,3,3,1,0,5
1,4,9,0,0,9.7,20.3,40,2,3,0,0,3
9,5,2,0,27.9,5.5,10.6,27.3,8,3,1,0,3
2,2,6,0,0,9.8,21.5,15.4,3,3,1,0,4
12,3,1,0,0,10.4,9.2,63.8,6,3,1,0,2
16,1,9,0,0,10.1,23,7.2,7,3,1,0,5
3,1,7,0,0,10,22.8,63.4,1,2,1,0,2
7,0,4,0,0,10.2,11.5,18.5,8,3,1,0,3
23,0,1,0,34.7,3.8,5.6,6.8,2,3,1,0,8
3,1,9,0,0,9.6,19.9,60.9,3,2,1,0,5
10,4,7,0,44,2,24.6,18.3,6,2,1,0,2
16,3,9,0,22.5,5.9,21.2,55,6,3,1,0,3
19,2,11,0,0,10,12.2,83.3,8,3,1,0,6
6,0,4,0,47.8,1.3,14.1,3,4,3,1,0,5
13,4,11,0,0,10,15.2,84.7,5,3,1,0,3
21,0,12,1,18,7.2,9.7,59.6,1,2,1,0,2
6,2,9,0,17.3,6.5,21.7,15,4,3,1,0,4
10,4,12,0,19.7,6.7,13.7,17.1,6,3,1,0,3
4,4,1,0,0,9.9,12.6,15.2,3,3,1,0,1
7,5,6,0,0,10,24.3,85,4,3,1,0,5
16,4,1,0,0,9.8,11.7,43.2,5,3,1,0,2
11,2,2,0,0,10.2,7.4,49.2,6,2,1,0,1
3,5,7,0,0,10.1,29.4,5.4,3,3,1,0,6
4,6,2,0,0,10.5,12.3,70.8,3,2,1,0,3
22,1,11,0,0,9.5,10,30.2,1,2,1,0,3
15,5,5,0,0,9.8,15.6,67.5,5,3,1,0,2
0,2,10,0,0,9.9,14.9,60.6,3,4,0,0,6
0,2,1,1,0,10.3,8.3,45,3,3,0,0,3
22,2,3,0,0,10,11.7,52.4,2,2,1,0,0
2,0,1,0,0,9.6,7.4,70.9,2,2,1,0,2
19,3,3,0,0,10.1,10.8,71.5,9,3,1,0,3
10,5,1,1,39.4,3,10.2,84.7,5,3,1,0,7
8,0,7,0,0,9.8,28.9,71.8,7,2,1,0,2
21,1,1,0,0,9.7,8.1,21.8,3,3,1,0,1
12,3,4,0,0,10,18,61.6,7,2,1,0,1
0,2,4,0,0,10.4,11.3,28.5,2,3,1,0,3
21,6,7,0,0,9.6,22.5,6.8,3,2,1,0,1
1,1,3,0,0,10.1,14.9,8.5,3,3,1,0,3
12,1,9,0,0,9.6,20.5,89.7,7,4,1,0,3
20,5,6,0,0,9.7,23.1,29.9,4,3,1,0,2
14,2,1,0,0,10.2,11.7,86.2,5,3,1,0,2
10,0,12,0,0,10.2,14,69.1,7,4,1,0,2
17,5,10,1,0,9.7,14.3,21.7,4,3,1,0,7
0,4,10,0,0,9.8,17.7,48.5,1,2,1,0,0
3,3,10,0,0,10.3,21.1,30,2,2,1,0,1
18,3,8,0,0,10.2,27,76.3,9,2,1,0,6
2,0,6,0,0,9.8,22.3,59.5,2,3,1,1,4
12,5,8,0,0,10.4,24.6,66.7,8,2,1,0,4
11,1,5,1,0,10.4,16.2,27.4,4,3,1,0,5
13,4,10,0,23.6,5.4,20.4,10.7,7,2,1,0,5
18,6,8,1,0,9.8,22,6.3,3,3,1,0,3
0,5,11,0,46,1.7,15,89.3,3,4,1,0,8
20,1,11,0,19,6.2,15.8,68.8,3,3,1,0,2
3,4,7,0,0,9.8,27.1,71.5,2,3,0,0,7
15,0,3,0,0,10.2,13.1,73.5,5,3,1,0,3
19,4,1,1,0,9.7,8.4,52.6,7,3,1,1,4
19,4,11,0,0,10.2,13.9,56.1,9,2,1,0,6
8,2,2,1,0,9.6,6.4,74.3,6,3,1,0,3
4,4,4,0,0,10,17.5,64.8,2,3,1,1,1
9,4,9,0,0,9.9,23.4,61.3,7,2,1,0,3
1,4,5,0,0,10,15.6,47.8,1,3,1,0,0
15,3,7,0,0,9.9,26.2,0.7,6,4,1,0,2
2,1,7,0,0,9.5,25.4,32.5,2,2,1,0,3
11,3,9,0,0,10.2,19,81.1,6,3,1,0,1
3,2,4,1,0,10.3,13,35.6,3,2,1,0,2
7,0,1,0,11.6,8,7.3,19.9,7,2,1,0,4
19,0,8,0,0,10.1,22.5,86.1,10,3,1,0,4
14,0,10,0,9,8.2,18.8,48.6,6,2,1,0,1
11,2,11,0,0,10,12.2,21.8,6,4,1,0,1
4,6,8,0,24.8,6,22.2,7.9,2,2,1,0,3
18,2,9,0,0,9.7,23.6,10.4,9,3,1,0,2
21,2,11,0,37.2,3.2,14.1,35.7,4,2,0,1,6
10,0,7,0,0,9.9,23.2,48.3,5,2,1,0,1
10,6,4,0,28.2,4.9,13.1,89.2,7,2,1,0,5
5,2,6,0,0,10.4,22.7,40.3,3,2,0,0,2
20,4,1,0,0,10.5,12.5,68.6,2,3,1,0,1
8,1,9,0,0,10.1,24.7,54.7,7,2,1,0,5
20,6,8,0,0,9.9,22.4,89.2,4,3,1,0,3
10,5,12,0,0,9.7,9.4,33.1,7,2,1,0,2
4,2,1,0,0,10.3,10.3,69.2,2,3,0,0,2
8,5,6,0,0,10.1,25.4,33.8,3,3,1,0,8
5,6,2,0,33.8,3.6,7,2.7,3,3,1,1,3
5,6,3,0,0,10.3,14.7,45,3,3,1,0,0
14,3,3,0,46,2,10.1,21.6,7,3,1,0,2
21,2,10,0,0,9.8,15.3,71,3,3,1,0,3
21,6,10,0,12.3,7.3,18.1,68.8,4,3,1,0,4
3,4,3,0,42.7,2.7,14.7,78.9,2,3,1,0,5
21,0,8,0,0,10.3,24.5,89.6,2,2,1,0,2
22,4,6,0,0,10.3,21.5,56.2,1,3,1,0,3
14,0,6,0,0,9.8,21.4,29.8,6,3,1,0,1
4,1,12,0,27.5,4.9,13.8,53.8,3,3,1,0,1
22,4,10,0,0,10.3,17.5,54.5,1,3,1,0,1
23,4,11,0,0,10.5,9.4,59.7,3,2,1,0,1
18,0,12,0,0,9.7,7.1,75.8,9,3,1,0,4
10,0,6,0,0,9.8,23.9,66.6,5,3,1,0,4
8,1,1,0,7.4,8.6,6.8,77.6,8,3,1,0,6
11,4,6,0,0,9.9,24.3,76.9,6,3,1,0,7
16,6,11,0,0,10.1,9.3,25.2,7,3,1,0,1
2,5,9,0,0,10,20.9,80.9,2,3,1,0,3
0,1,5,0,0,9.6,20.7,67.6,2,3,1,0,3
23,2,9,0,0,9.6,25.6,27.2,3,2,1,0,0
9,5,12,1,0,10.2,13.7,74.2,5,3,1,0,3
3,0,5,0,0,10,22.4,81.8,2,3,1,0,1
1,4,3,0,5.7,9,10.6,14.7,1,2,1,0,1
12,0,3,0,22.3,6,11.2,0.4,5,3,1,0,4
16,5,5,0,0,9.6,22.4,3.5,5,4,1,0,7
8,5,6,0,0,9.8,21.4,45.5,3,3,1,0,4
20,6,12,0,0,10.2,9.1,35.4,3,2,1,0,0
22,5,2,0,48.3,1.3,11.1,69.7,3,4,1,0,5
13,1,6,0,0,10.2,25.1,29.7,6,3,1,0,2
6,0,5,0,0,10.3,18.7,59.1,4,2,1,0,0
1,2,6,0,24.5,5.4,26.4,81.5,3,3,1,0,4
23,3,10,0,0,10.1,17.1,74,2,2,1,0,2
20,4,6,0,0,10.2,20.2,89,4,2,1,0,2
7,5,3,0,0,9.9,10.7,69.4,4,3,1,0,1
15,6,12,0,8.8,8,6.4,87.6,7,2,1,0,2
22,0,7,0,0,9.7,22.7,50.9,3,4,1,1,3
14,3,11,0,0,9.6,15.5,52.7,7,3,1,0,3
16,5,3,0,19,6.3,12.7,74.3,7,2,1,0,5
19,1,4,0,0,9.9,11.6,38.9,8,2,1,0,4
9,4,11,1,0,10.1,16.6,49.9,7,3,1,0,4
13,2,1,0,0,10,9.6,86.4,5,3,1,0,3
4,4,9,0,0,10.2,21.8,79.6,3,3,1,0,1
20,0,3,0,0,10.5,8.8,74.5,4,4,1,0,4
14,4,3,0,0,9.5,13,7.1,5,2,1,0,3
5,2,4,0,0,10,12.7,13.2,1,3,1,0,0
18,2,3,0,0,10.3,14.9,75.7,10,3,1,0,6
20,3,10,0,25.7,5,19.9,52.1,3,3,1,0,3
1,1,9,0,0,9.6,24,19.9,3,2,1,0,0
7,3,5,0,0,9.6,16.3,52.4,7,2,1,0,6
12,4,1,0,8.2,8.1,11.1,39.8,6,4,1,0,2
8,6,7,1,0,10.1,22.6,54.4,2,2,1,0,3
6,5,1,0,0,10.1,9.5,47.7,2,3,1,0,0
8,1,1,0,0,10.1,8.4,2.5,8,2,1,0,1
7,2,4,0,0,9.8,18.1,67,8,4,1,0,4
17,1,7,0,0,9.8,22.7,70.3,9,3,1,0,5
14,1,10,0,0,9.7,14.1,86.9,5,2,1,0,1
5,3,3,0,0,9.6,10.6,76.1,2,3,1,0,1
3,3,2,0,0,10,8.5,87.2,1,3,1,1,6
14,6,12,0,0,10.2,10.6,60.4,6,3,1,1,3
5,0,1,0,2.4,9.6,12.3,11.4,3,3,1,0,1
7,5,4,0,0,9.7,13.9,74.2,2,2,1,0,5
13,5,3,0,0,10.4,9.2,6.2,6,3,1,0,3
9,3,5,0,0,10.3,16.5,42.5,8,3,1,0,5
12,2,9,0,0,10.4,24.8,7.2,6,2,1,0,2
8,6,9,0,0,9.9,20,9.3,4,2,1,0,4
9,5,8,0,0,9.6,28.4,26.5,7,2,1,0,5
19,0,6,0,0,9.8,19.8,40.9,9,4,1,0,3
17,1,1,0,0,9.9,6,13.9,9,2,1,0,2
20,1,12,0,0,10,10.7,81.1,2,3,1,0,2
19,4,12,0,0,10.1,10,49.2,9,3,1,0,3
3,4,5,0,0,9.9,18.5,53.3,2,3,1,0,4
7,5,7,0,0,10.2,25.5,37.5,2,3,1,0,5
8,3,6,0,0,9.6,25.9,79.2,8,3,1,0,3
19,4,10,0,0,9.7,19.9,83.3,10,3,1,0,9
4,6,5,0,0,10.4,17.6,0.3,3,2,0,0,3
14,5,1,0,0,9.8,13,54.8,7,2,1,0,1
3,2,12,1,0,9.8,12.3,9.3,2,2,1,0,2
9,4,9,0,0,10.5,19.5,42.3,7,2,1,0,3
23,3,6,0,0,9.9,25.4,73.4,2,4,1,0,3
18,3,12,0,7,9.2,6.7,74.1,10,2,1,0,10
10,6,10,0,35,4.1,16.9,70.1,8,4,1,0,6
0,0,1,0,0,10.4,11.5,15.1,2,2,1,0,1
15,1,10,0,0,10.2,17.4,53,7,4,1,0,1
16,1,8,0,0,9.8,27.9,63.5,7,2,1,0,4
3,2,10,0,0,10,14.5,85.4,2,3,1,0,3
16,2,1,0,0,10,9.5,76.6,6,4,1,0,1
5,6,5,1,0,10.1,20.4,65.9,3,3,1,0,5
8,2,10,0,0,9.5,19.6,85.6,9,3,1,0,5
0,2,1,1,38.6,3.3,7.1,19.6,2,3,1,0,5
6,1,7,1,0,10.2,24,69.9,2,3,1,0,2
3,6,6,0,0,9.9,26,7.1,4,4,1,0,2
3,4,9,0,0,10.3,23.9,72.8,3,3,1,0,2
13,1,4,1,17.3,7.1,13.3,0.4,4,3,1,0,5
9,3,11,1,23.9,6,13.6,35.9,5,4,1,0,7
0,1,11,0,0,9.8,12.9,12,2,2,1,0,0
11,5,2,0,0,10.4,10.4,11.5,6,2,1,0,1
12,5,2,0,0,10.1,12,88.9,6,2,1,0,7
0,1,4,0,0,9.9,18.1,18.1,2,2,0,1,2
5,5,1,0,0,10.3,10.6,35.3,4,3,1,0,1
16,4,5,0,0,9.6,15.8,46,6,4,1,1,2
15,2,11,0,0,10.1,12.8,84.5,6,3,1,0,3
4,0,5,0,38.2,3.4,16.1,3.6,2,3,1,0,6
13,6,11,0,0,10.4,9.7,36.9,7,3,1,0,0
23,6,2,0,0,9.9,9.4,30.4,2,2,1,0,1
4,2,7,0,0,10.2,22.4,89.7,3,3,1,0,2
17,1,10,0,0,9.7,15.2,57.2,10,2,1,0,6
22,0,10,0,0,9.7,17.6,8.1,2,2,1,1,3
4,0,4,0,0,10.4,11.9,26.2,2,3,1,0,3
8,2,8,0,0,10.4,27.3,86.2,8,2,1,0,7
23,1,10,0,0,10.2,14.3,70.9,1,2,0,0,3
17,5,6,0,0,9.6,19.5,52.1,7,3,1,0,7
15,1,3,0,0,9.7,10.9,13.7,6,3,1,0,0
6,3,1,0,13.8,7.2,10.2,46.4,4,3,1,0,0
21,6,7,1,0,10.3,27.3,67.9,2,2,1,0,2
4,4,3,0,0,10.4,10.9,71.7,2,4,1,0,5
1,1,12,0,0,10.1,10.4,46.1,1,3,1,0,0
19,3,7,0,0,10,29.7,29,9,2,1,0,5
8,2,3,0,0,10.2,9.4,26.4,9,2,1,0,2
19,5,8,0,0,9.8,23.4,85.5,5,3,1,0,3
19,5,9,0,0,9.8,22.9,37.1,6,3,1,0,1
11,3,7,0,0,10.1,27,72.7,6,3,1,0,5
19,2,10,0,9.9,8.1,18.1,34.2,8,2,1,0,3
2,1,12,0,0,9.6,13.5,19.6,1,2,1,0,0
0,6,3,0,0,10.2,8.7,78.7,4,2,1,1,5
15,6,5,0,0,9.9,15.3,9.1,5,2,1,0,1
20,2,5,0,0,10.4,21.9,48.4,3,3,1,0,0
2,3,11,0,0,9.8,13,64.9,1,2,1,0,0
9,3,6,0,0,10.5,23.2,71.5,7,3,1,0,2
13,4,5,0,0,9.7,17.3,55.4,6,3,1,0,2
23,3,6,0,0,10.2,21.5,0.5,2,3,1,0,2
3,3,10,0,31.7,4.7,17.3,88,1,4,1,0,2
8,6,2,0,2.3,9.8,12.9,41.8,3,3,1,0,4
3,6,8,0,0,9.5,25.8,69.4,2,4,1,0,3
22,1,11,0,0,10.2,9.5,58.2,2,3,1,0,3
19,4,10,0,0,10.3,18.7,79.7,9,3,1,0,5
6,5,2,0,2.7,10,12.7,18.7,3,3,1,0,2
4,6,12,0,0,9.8,7.6,37.7,3,3,1,0,2
2,6,1,0,0,9.5,8.6,74.9,2,4,1,0,1
23,0,11,0,0,10.1,16.7,57.9,2,2,1,0,1
1,5,8,0,0,9.7,26.4,22,4,2,1,0,1
18,2,5,1,0,10.4,16.1,81.2,6,3,1,0,6
13,1,9,0,0,10.1,18.8,54.1,5,3,1,0,1
6,0,9,0,0,9.6,19.8,3.4,2,4,1,0,2
3,6,5,0,0,9.8,21.3,64.9,2,3,1,1,3
9,6,7,0,0,9.9,28.5,41.4,7,4,1,0,3
5,4,5,0,0,9.5,21,6.5,2,3,1,0,3
16,4,11,0,3.7,9.1,11.4,48.3,6,3,1,0,4
6,1,2,0,0,10.2,9.6,18.3,3,2,1,0,2
5,6,1,1,40.3,3,7.9,86.6,1,2,1,0,6
3,2,3,0,31,4.4,12.8,47,1,3,1,0,3
4,4,11,1,0,9.7,10.2,65.7,1,3,1,1,0
15,1,4,0,0,10,18.9,24.2,6,2,1,0,0
21,6,8,0,0,10,22.4,30.4,4,3,1,0,5
19,1,1,0,0,10,6.3,17.9,10,4,1,0,1
21,1,9,0,0,10.3,19.9,70.4,2,3,1,0,2
9,2,7,1,0,10,25.5,58.6,7,2,1,0,5
5,3,5,0,0,10.2,22.8,75.1,2,3,1,0,3
11,1,7,0,47.7,1.7,25.7,81.5,6,2,1,0,5
6,1,4,0,0,9.5,12.6,52,3,3,1,1,2
7,5,2,0,0,9.5,10.2,1.5,2,2,1,0,4
4,1,2,0,0,10,9.3,66.1,2,2,0,0,2
22,3,9,0,0,10.5,19.4,76.3,3,4,1,0,4
12,3,8,0,43.6,2.5,27.4,21.8,5,4,1,0,0
14,5,7,0,0,10,22.7,54.3,7,2,1,0,4
17,5,3,0,0,9.5,8.1,72.1,6,3,1,0,4
15,3,10,0,0,10.3,21.5,80.9,7,2,1,1,3
10,3,5,0,0,9.9,17.7,79.7,6,4,1,0,2
17,6,8,0,0,10.4,24,9.3,6,3,1,0,5
16,5,7,0,0,10.4,23.9,32.8,6,3,1,0,1
15,4,8,0,0,9.8,26.1,7.3,5,4,1,0,1
0,0,2,0,44.3,2.4,13.2,9,1,3,1,0,3
18,3,4,0,0,9.8,15.6,63.2,10,4,1,0,5
19,6,11,0,0,9.9,14.9,76.6,6,2,1,0,3
11,0,4,0,0,10.1,17.6,12.5,5,2,1,0,2
9,1,3,0,0,10.2,8.8,59.6,7,3,1,0,3
18,2,12,0,0,10.2,12.4,69,10,3,1,0,1
